Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
29,"ADP Dos Santos, AHG Suzuki, FO Medola…","A systematic review of wearable devices for orientation and mobility of adults with visual impairment and blindness",2021,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9638484/","https://scholar.google.com/scholar?cites=9427408711135914390&as_sdt=2005&sciodt=2007&hl=en",101,"2024-09-18 20:22:10","","","","",,,,,29,9.67,7,4,3,"… to improve the navigation of blind and visually impaired people. … of sensor-based and computer vision-based technologies. The … devices to assist visually impaired people’s mobility. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09638484.pdf","https://scholar.google.com/scholar?q=related:lumtM0bi1IIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
192,"J Faria, S Lopes, H Fernandes…","Electronic white cane for blind people navigation assistance",2010,"2010 World …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5665289/","https://scholar.google.com/scholar?cites=15078834452003445337&as_sdt=2005&sciodt=2007&hl=en",102,"2024-09-18 20:22:10","","","","",,,,,192,13.71,48,4,14,"… mobility. Currently, the most widespread and used means by the visually impaired people are the white stick and the guide … this project are: computer vision using a stereo vision system; …","","https://scholar.google.com/scholar?q=related:WVqWAgvIQtEJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
44,"T Gallagher, E Wise, HC Yam, B Li…","Indoor navigation for people who are blind or vision impaired: Where are we and where are we going?",2014,"Journal of Location …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17489725.2014.895062","https://scholar.google.com/scholar?cites=8054855179636323278&as_sdt=2005&sciodt=2007&hl=en",103,"2024-09-18 20:22:10","","10.1080/17489725.2014.895062","","",,,,,44,4.40,9,5,10,"… cane (or trained guide dog) with respect to the task of navigating an indoor environment. … All these participants used a wireless wearable microphone to interact with the robot. BVI …","","https://scholar.google.com/scholar?q=related:zjNwAxyYyG8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
325,"L Hakobyan, J Lumsden, D O'Sullivan, H Bartlett","Mobile assistive technologies for the visually impaired",2013,"Survey of ophthalmology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0039625712002512","https://scholar.google.com/scholar?cites=12475420068110942081&as_sdt=2005&sciodt=2007&hl=en",104,"2024-09-18 20:22:10","","","","",,,,,325,29.55,81,4,11,"… 370,000 people are registered as blind or partially sighted in … 74 to assist visually impaired shoppers to navigate through a … visually impaired users, the researchers enhanced the robot …","https://research.aston.ac.uk/files/15717878/Mobile_assistive_technologies_for_the_visually_impaired.pdf","https://scholar.google.com/scholar?q=related:gT-IT3SYIa0J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
2,"XJ Liu, Y Fang","Virtual touch: computer vision augmented touch-free scene exploration for the blind or visually impaired",2021,"… Conference on Computer Vision","openaccess.thecvf.com","http://openaccess.thecvf.com/content/ICCV2021W/ACVR/html/Liu_Virtual_Touch_Computer_Vision_Augmented_Touch-Free_Scene_Exploration_for_the_ICCVW_2021_paper.html","https://scholar.google.com/scholar?cites=5702646939848151797&as_sdt=2005&sciodt=2007&hl=en",105,"2024-09-18 20:22:10","","","","",,,,,2,0.67,1,2,3,"… integrated navigation system for visually impaired and disabled. … Gps-based navigation systems for the visually impaired. … Personal guidance system for the visually impaired. In …","https://openaccess.thecvf.com/content/ICCV2021W/ACVR/papers/Liu_Virtual_Touch_Computer_Vision_Augmented_Touch-Free_Scene_Exploration_for_the_ICCVW_2021_paper.pdf","https://scholar.google.com/scholar?q=related:9RIeiS3fI08J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
3,"F Merchan, M Poveda…","Indoor navigation aid systems for the blind and visually impaired based on depth sensors",2021,"… in Machine Vision and …","igi-global.com","https://www.igi-global.com/chapter/indoor-navigation-aid-systems-for-the-blind-and-visually-impaired-based-on-depth-sensors/269676","https://scholar.google.com/scholar?cites=11735465177354134836&as_sdt=2005&sciodt=2007&hl=en",106,"2024-09-18 20:22:10","","","","",,,,,3,1.00,1,3,3,"… navigation of blind and visually impaired (BVI) individuals. A special interest is placed on vision-… Traditionally the most popular methods to assist the visually impaired people are the use …","https://www.researchgate.net/profile/Javier-Sanchez-Galan-F/publication/348132598_Indoor_Navigation_Aid_Systems_for_the_Blind_and_Visually_Impaired_Based_on_Depth_Sensors/links/5ff2648645851553a019857f/Indoor-Navigation-Aid-Systems-for-the-Blind-and-Visually-Impaired-Based-on-Depth-Sensors.pdf","https://scholar.google.com/scholar?q=related:NOUo0ma_3KIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
10,"MR Kadhim, BK Oleiwi","Blind assistive system based on real time object recognition using machine learning",2022,"Engineering and Technology Journal","iasj.net","https://www.iasj.net/iasj/download/0d4f155644d5f131","https://scholar.google.com/scholar?cites=7950274485127398744&as_sdt=2005&sciodt=2007&hl=en",107,"2024-09-18 20:22:10","PDF","","","",,,,,10,5.00,5,2,2,"… people depend in their daily lives on other people, guide … proposed to help blind and visually impaired people discover … , several navigation systems rely heavily on machine learning [10]…","https://www.iasj.net/iasj/download/0d4f155644d5f131","https://scholar.google.com/scholar?q=related:WMXemIUMVW4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"S Nikitina","Indoor Navigation for Blind Individuals Using Computer Vision & Machine Learning",2022,"","digital.wpi.edu","https://digital.wpi.edu/downloads/8623j2196","",108,"2024-09-18 20:22:10","PDF","","","",,,,,0,0.00,0,1,2,"… app that allows blind and visually impaired individuals of Russia and Germany to navigate within … technology to assist the blind and visually impaired with navigating the indoor space. …","https://digital.wpi.edu/downloads/8623j2196","https://scholar.google.com/scholar?q=related:m1-PseZYMUkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
29,"J Liu, X Sun","A survey of vision aids for the blind",2006,"2006 6th World Congress on Intelligent Control …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1713189/","https://scholar.google.com/scholar?cites=5900550516358829472&as_sdt=2005&sciodt=2007&hl=en",109,"2024-09-18 20:22:10","","","","",,,,,29,1.61,15,2,18,"… that it is quite difficult for the visually impaired people to live a … vision aids and visual prosthesis-based artificial vision for … developed to assist the blind for mobility navigation. …","","https://scholar.google.com/scholar?q=related:oNXQom734lEJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
14,"A Landa-Hernández…","Cognitive guidance system for the blind",2012,"World Automation …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6321039/","https://scholar.google.com/scholar?cites=14502802129880467745&as_sdt=2005&sciodt=2007&hl=en",110,"2024-09-18 20:22:10","","","","",,,,,14,1.17,7,2,12,"… in navigation to blind people and visually impaired. The system uses stereoscopic vision and the … Fuzzy logic-based real-time robot navigation in unknown environment with dead ends. …","","https://scholar.google.com/scholar?q=related:IclNr7JNRMkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"W Gunethilake","Blind navigation using deep learning-based obstacle detection",2021,"","dl.ucsc.cmb.ac.lk","https://dl.ucsc.cmb.ac.lk/jspui/handle/123456789/4530","https://scholar.google.com/scholar?cites=5859121799803091339&as_sdt=2005&sciodt=2007&hl=en",111,"2024-09-18 20:22:10","","","","",,,,,4,1.33,4,1,3,"… based on deep learning to assist in blind navigation. … According to these statistics, the blind and visually impaired … extremely difficult task for a visually impaired / blind person. It becomes …","https://dl.ucsc.cmb.ac.lk/jspui/bitstream/123456789/4530/1/2017%20MCS%20034.pdf","https://scholar.google.com/scholar?q=related:i7kC5TvIT1EJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"D Sharma, N Mathur, E Agarwal, S Bhardwaj…","Deep Learning Approach for Blind Assistance",,"JOURNAL OF …","researchgate.net","https://www.researchgate.net/profile/Sonali-Mali-4/publication/382180564_IJTE_ugc_care_78_paper_no_July_2023/links/6690c0dc3e0edb1e0fdd662b/IJTE-ugc-care-78-paper-no-July-2023.pdf#page=39","",112,"2024-09-18 20:22:10","PDF","","","",,,,,0,0.00,0,5,,"… machine-… to assist visually impaired individuals in navigation. The system aims to address the challenges faced by individuals with visual impairments by leveraging advanced machine-…","https://www.researchgate.net/profile/Sonali-Mali-4/publication/382180564_IJTE_ugc_care_78_paper_no_July_2023/links/6690c0dc3e0edb1e0fdd662b/IJTE-ugc-care-78-paper-no-July-2023.pdf#page=39","https://scholar.google.com/scholar?q=related:-SERDhk8sqoJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
40,"J Liu, J Liu, L Xu, W Jin","Electronic travel aids for the blind based on sensory substitution",2010,"2010 5th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5593738/","https://scholar.google.com/scholar?cites=5490146613689175558&as_sdt=2005&sciodt=2007&hl=en",113,"2024-09-18 20:22:10","","","","",,,,,40,2.86,10,4,14,"… of a mobile robot obstacle avoidance system as a guidance device for blind and visually impaired … signals are sent to a mobile robot's motion controllers, auditory signals can guide the …","","https://scholar.google.com/scholar?q=related:Bs7B0UHrMEwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"SH Rusli, S Liawatimena, A Trisetyarso","CONTEXT-AWARE NAVIGATION SYSTEM FOR ASSISTING BLIND PEOPLE",2022,"ICIC International","researchgate.net","https://www.researchgate.net/profile/Suryadiputra-Liawatimena/publication/368666128_Context_Aware_Navigation_System_For_Assisting_Blind_People/links/63f449490d98a97717a682da/Context-Aware-Navigation-System-For-Assisting-Blind-People.pdf","https://scholar.google.com/scholar?cites=14327897395733146053&as_sdt=2005&sciodt=2007&hl=en",114,"2024-09-18 20:22:10","PDF","","","",,,,,1,0.50,0,3,2,"… In order to assist VI (Visually Impaired people or person) with … AI (Artificial Intelligence) is a created machine intelligence to … Wearable urban mobility assistive device for visually impaired …","https://www.researchgate.net/profile/Suryadiputra-Liawatimena/publication/368666128_Context_Aware_Navigation_System_For_Assisting_Blind_People/links/63f449490d98a97717a682da/Context-Aware-Navigation-System-For-Assisting-Blind-People.pdf","https://scholar.google.com/scholar?q=related:xSnr2sTq1sYJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
18,"A Wachaja, P Agarwal, MR Adame…","A navigation aid for blind people with walking disabilities",2014,"IROS workshop …","ais.informatik.uni-freiburg.de","http://ais.informatik.uni-freiburg.de/publications/papers/wachaja14iros-ws.pdf","https://scholar.google.com/scholar?cites=18405799442714039689&as_sdt=2005&sciodt=2007&hl=en",115,"2024-09-18 20:22:10","PDF","","","",,,,,18,1.80,5,4,10,"… navigation aids for the blind such as white canes or guide dogs provide limited assistance. A conventional technique for blind … of Electronic Travel Aids for visually impaired [6]. Existing …","http://ais.informatik.uni-freiburg.de/publications/papers/wachaja14iros-ws.pdf","https://scholar.google.com/scholar?q=related:iZUNNhOJbv8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
63,"H Fernandes, P Costa, V Filipe…","Stereo vision in blind navigation assistance",2010,"2010 World …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5665579/","https://scholar.google.com/scholar?cites=2275792265502313616&as_sdt=2005&sciodt=2007&hl=en",116,"2024-09-18 20:22:10","","","","",,,,,63,4.50,16,4,14,"… A system to assist the navigation of blind or visually impaired … a system that helps visually impaired people to navigate, providing ways … The Computer Vision Module provides orientation …","https://repositorio.utad.pt/bitstream/10348/819/1/isiac477.pdf","https://scholar.google.com/scholar?q=related:kMzY_wE9lR8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
74,"TS Leung, G Medioni","Visual navigation aid for the blind in dynamic environments",2014,"… the IEEE Conference on Computer Vision …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_cvpr_workshops_2014/W16/html/Leung_Visual_Navigation_Aid_2014_CVPR_paper.html","https://scholar.google.com/scholar?cites=2959866539269114978&as_sdt=2005&sciodt=2007&hl=en",117,"2024-09-18 20:22:10","","","","",,,,,74,7.40,37,2,10,"… With advances technology, Electronic Travel Aids (ETA) [8] are … to improve mobility for the visually impaired. For instance, GPS-based ETA solution was proposed such as the latest blind …","https://www.cv-foundation.org/openaccess/content_cvpr_workshops_2014/W16/papers/Leung_Visual_Navigation_Aid_2014_CVPR_paper.pdf","https://scholar.google.com/scholar?q=related:Ykyzd--OEykJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
44,"MW Rahman, SS Tashfia, R Islam, MM Hasan…","The architectural design of smart blind assistant using IoT with deep learning paradigm",2021,"Internet of Things","Elsevier","https://www.sciencedirect.com/science/article/pii/S254266052030175X","https://scholar.google.com/scholar?cites=12748481764035407973&as_sdt=2005&sciodt=2007&hl=en",118,"2024-09-18 20:22:10","","","","",,,,,44,14.67,9,5,3,"… [7] proposed a navigation assistant for a blind person using a … a system that could assist blind people in analyzing and … object detection to alert visually impaired people about his/…","","https://scholar.google.com/scholar?q=related:ZTDgup6067AJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
51,"M Bonani, R Oliveira, F Correia, A Rodrigues…","What my eyes can't see, a robot can show me: Exploring the collaboration between blind people and robots",2018,"Proceedings of the 20th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3234695.3239330","https://scholar.google.com/scholar?cites=12442225194830126986&as_sdt=2005&sciodt=2007&hl=en",119,"2024-09-18 20:22:10","","10.1145/3234695.3239330","","",,,,,51,8.50,10,5,6,"… drones can guide blind runners [2], provide indoor navigation … if a collaborative robot could effectively assist in an assembly … As a result, we believe assistive robotics for visually impaired …","https://www.researchgate.net/profile/Raquel-Oliveira-34/publication/328187926_What_My_Eyes_Can't_See_A_Robot_Can_Show_Me_Exploring_the_Collaboration_Between_Blind_People_and_Robots/links/5c2e3d9d299bf12be3ab2454/What-My-Eyes-Cant-See-A-Robot-Can-Show-Me-Exploring-the-Collaboration-Between-Blind-People-and-Robots.pdf","https://scholar.google.com/scholar?q=related:it9DmeSpq6wJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
288,"A Bhowmick, SM Hazarika","An insight into assistive technology for the visually impaired and blind people: state-of-the-art and future trends",2017,"Journal on Multimodal User Interfaces","Springer","https://link.springer.com/article/10.1007/s12193-016-0235-6","https://scholar.google.com/scholar?cites=2327547090681161864&as_sdt=2005&sciodt=2007&hl=en",120,"2024-09-18 20:22:10","","10.1007/s12193-016-0235-6","","",,,,,288,41.14,144,2,7,"… These ETAs assist visually impaired and blind individuals in … , object recognition, and navigation through the use of ultrasonic … that uses computer vision to help the blind user access …","https://www.researchgate.net/profile/Shyamanta-Hazarika/publication/312158644_An_insight_into_assistive_technology_for_the_visually_impaired_and_blind_people_state-of-the-art_and_future_trends/links/5ae9990c0f7e9b837d3bb2d0/An-insight-into-assistive-technology-for-the-visually-impaired-and-blind-people-state-of-the-art-and-future-trends.pdf","https://scholar.google.com/scholar?q=related:iGgLQr8bTSAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
8,"SN Saud, L Raya, MI Abdullah, MZA Isa","Smart navigation aids for blind and vision impairment people",2021,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-68133-3_6","https://scholar.google.com/scholar?cites=1700901367415506938&as_sdt=2005&sciodt=2007&hl=en",121,"2024-09-18 20:22:10","","10.1007/978-3-030-68133-3_6","","",,,,,8,2.67,2,4,3,"… , and sensible blind assist techniques for the blind and visually impaired people. … visually impaired, 113,000 are blind, 668,000 cataract surgeries need to be done on visually impaired …","","https://scholar.google.com/scholar?q=related:-gfHKsjQmhcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
134,"S Mann, J Huang, R Janzen, R Lo…","Blind navigation with a wearable range camera and vibrotactile helmet",2011,"Proceedings of the 19th …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/2072298.2072005","https://scholar.google.com/scholar?cites=1689709998732784403&as_sdt=2005&sciodt=2007&hl=en",122,"2024-09-18 20:22:10","","10.1145/2072298.2072005","","",,,,,134,10.31,27,5,13,"… is collision avoidance for blind or visually impaired individuals, … seen with simple computer image processing. However, when … navigation which we hope will someday assist the visually …","http://genesis.eecg.toronto.edu/acmmm2011kinectHelmet/acmmm2011kinectHelmet_camready1.pdf","https://scholar.google.com/scholar?q=related:E7Pkl0oOcxcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
2,"AJ Oak, AS Walde","Assistive navigation for blind people: a review",2020,"Int. Res. J. Eng. Technol","academia.edu","https://www.academia.edu/download/64610004/IRJET-V7I51155.pdf","https://scholar.google.com/scholar?cites=14641778278513680101&as_sdt=2005&sciodt=2007&hl=en",123,"2024-09-18 20:22:10","PDF","","","",,,,,2,0.50,1,2,4,"… will help visually impaired individuals with their independent mobility. … electronic devices to assist visually impaired individuals with … which gives a sense of artificial vision by providing …","https://www.academia.edu/download/64610004/IRJET-V7I51155.pdf","https://scholar.google.com/scholar?q=related:5Z7W0sQLMssJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
123,"E D'Atri, CM Medaglia, A Serbanati…","A system to aid blind people in the mobility: A usability test and its results",2007,"… on Systems (ICONS' …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4196337/","https://scholar.google.com/scholar?cites=9943386526475506845&as_sdt=2005&sciodt=2007&hl=en",124,"2024-09-18 20:22:10","","","","",,,,,123,7.24,31,4,17,"… , easiness, and safety of the visually impaired persons mobility. Using these technologies together … In this paper the results of an usability analysis of this guide system are presented. A …","https://www.researchgate.net/profile/Edoardo-Datri/publication/44105221_A_system_to_aid_blind_people_in_the_mobility_A_usability_test_and_its_results/links/558a802508aee1fc9174e4cb/A-system-to-aid-blind-people-in-the-mobility-A-usability-test-and-its-results.pdf","https://scholar.google.com/scholar?q=related:nVT6Dl0B_okJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
298,"D Ahmetovic, C Gleason, C Ruan, K Kitani…","NavCog: a navigational cognitive assistant for the blind",2016,"Proceedings of the 18th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2935334.2935361","https://scholar.google.com/scholar?cites=8177159577929602202&as_sdt=2005&sciodt=2007&hl=en",125,"2024-09-18 20:22:10","","10.1145/2935334.2935361","","",,,,,298,37.25,60,5,8,"… is capable of guiding visually impaired users in complex and … assist visually impaired users during both outdoor and indoor … Computer vision techniques that use the video camera on the …","https://www.researchgate.net/profile/Dragan-Ahmetovic/publication/306255539_NavCog_A_Navigational_Cognitive_Assistant_for_the_Blind/links/5a04d00ca6fdcceda02e4e4c/NavCog-A-Navigational-Cognitive-Assistant-for-the-Blind.pdf","https://scholar.google.com/scholar?q=related:mlQtyk8be3EJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
13,"D Plikynas, A Indriulionis, A Laukaitis, L Sakalauskas","Indoor-guided navigation for people who are blind: Crowdsourcing for route mapping and assistance",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/1/523","https://scholar.google.com/scholar?cites=8407896367644377617&as_sdt=2005&sciodt=2007&hl=en",126,"2024-09-18 20:22:10","HTML","","","",,,,,13,6.50,3,4,2,"… are blind and severely visually impaired (BSVI) using indoor … is to assist visually impaired or blind users to navigate indoors with … Machine learning and robot navigation approaches are …","https://www.mdpi.com/2076-3417/12/1/523","https://scholar.google.com/scholar?q=related:EYK9DTPZrnQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
10,"E Molina, A Diallo, Z Zhu","Visual noun navigation framework for the blind",2013,"Journal of Assistive Technologies","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/17549451311328790/full/html","https://scholar.google.com/scholar?cites=2702060662700423443&as_sdt=2005&sciodt=2007&hl=en",127,"2024-09-18 20:22:10","","10.1108/17549451311328790","","",,,,,10,0.91,3,3,11,"… widely studied for assisting visually impaired people in finding … Here we look at the latest computer vision techniques to … To assist users in navigation tasks we must first obtain or build …","","https://scholar.google.com/scholar?q=related:E7nQSdulfyUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
