IDCLIENTE;EVOLUCION_LCR;DIAS_MORA;COMPORT_INTERNO;ACTIVIDAD;EST_CIVIL;EDAD;RENTA;SEXO;TIPO_VIVIENDA;Salario_Anual;Monto_inicial;
1017;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;32;1808;F;Propia; $191.648 ; $19.165 ;
1018;Mantiene Cupo;36;Mal Cliente;Dependiente;Soltero;35;2923;M;Propia; $309.838 ; $30.984 ;
1019;Aumenta Cupo;11;Buen Cliente;Independiente;Casado;54;3081;M;Propia; $154.050 ; $30.810 ;
1020;Disminuye Cupo;6;Buen Cliente;Independiente;Casado;32;3573;M;Propia; $178.650 ; $35.730 ;
1021;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;41;9484;M;Propia; $474.200 ; $94.840 ;
1022;Mantiene Cupo;36;Buen Cliente;Dependiente;Casado;43;14477;M;Propia; $723.850 ; $72.385 ;
1023;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;1934;M;Propia; $205.004 ; $20.500 ;
1024;Disminuye Cupo;6;Buen Cliente;Independiente;Casado;35;2514;M;Propia; $125.700 ; $25.140 ;
1025;Mantiene Cupo;11;Buen Cliente;Dependiente;Casado;53;13426;M;Propia; $671.300 ; $67.130 ;
1026;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;32;3020;F;Arrienda; $151.000 ; $15.100 ;
1027;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;28;4365;M;Propia; $462.690 ; $46.269 ;
1028;Aumenta Cupo;15;Buen Cliente;Independiente;Casado;49;1759;M;Propia; $87.950 ; $17.590 ;
1029;Mantiene Cupo;42;Mal Cliente;Dependiente;Casado;52;5267;M;Propia; $263.350 ; $26.335 ;
1030;Mantiene Cupo;30;Buen Cliente;Dependiente;Casado;38;3029;M;Propia; $151.450 ; $15.145 ;
1031;Aumenta Cupo;36;Mal Cliente;Independiente;Casado;29;2675;M;Propia; $133.750 ; $26.750 ;
1032;Aumenta Cupo;36;Mal Cliente;Independiente;Casado;38;4603;M;Propia; $230.150 ; $46.030 ;
1033;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;34;1141;F;Arrienda; $120.946 ; $12.095 ;
1034;Disminuye Cupo;15;Buen Cliente;Independiente;Soltero;37;2912;M;Propia; $308.672 ; $61.734 ;
1035;Disminuye Cupo;6;Buen Cliente;Independiente;Soltero;24;1732;F;Arrienda; $183.592 ; $36.718 ;
1036;Aumenta Cupo;12;Buen Cliente;Independiente;Casado;32;3419;M;Propia; $170.950 ; $34.190 ;
1037;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;40;1147;M;Propia; $57.350 ; $5.735 ;
1038;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;37;5743;M;Propia; $287.150 ; $28.715 ;
1039;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;32;1506;F;Arrienda; $159.636 ; $15.964 ;
1040;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;1724;F;Arrienda; $182.744 ; $18.274 ;
1041;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;47;1673;F;Arrienda; $83.650 ; $16.730 ;
1042;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;41;1822;F;Arrienda; $193.132 ; $38.626 ;
1043;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;29;1409;M;Propia; $70.450 ; $14.090 ;
1044;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;30;1334;M;Propia; $141.404 ; $14.140 ;
1045;Disminuye Cupo;18;Buen Cliente;Independiente;Casado;33;1338;F;Arrienda; $66.900 ; $13.380 ;
1046;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;30;1169;M;Propia; $58.450 ; $11.690 ;
1047;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;30;1159;F;Arrienda; $57.950 ; $5.795 ;
1048;Aumenta Cupo;0;Buen Cliente;Independiente;Soltero;37;7300;F;Propia; $773.800 ; $154.760 ;
1049;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;29;2660;M;Propia; $133.000 ; $26.600 ;
1050;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;21;7935;M;Arrienda; $841.110 ; $168.222 ;
1051;Mantiene Cupo;36;Mal Cliente;Dependiente;Soltero;28;1892;M;Propia; $200.552 ; $20.055 ;
1052;Aumenta Cupo;9;Buen Cliente;Independiente;Casado;27;1247;M;Propia; $62.350 ; $12.470 ;
1053;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;30;1638;M;Propia; $81.900 ; $8.190 ;
1054;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;28;3217;M;Propia; $160.850 ; $16.085 ;
1055;Disminuye Cupo;12;Mal Cliente;Dependiente;Casado;20;3542;F;Arrienda; $177.100 ; $17.710 ;
1056;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;56;7211;M;Propia; $764.366 ; $76.437 ;
1057;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;25;1781;F;Propia; $188.786 ; $18.879 ;
1058;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;53;1252;M;Propia; $132.712 ; $13.271 ;
1059;Aumenta Cupo;36;Mal Cliente;Independiente;Casado;47;9098;M;Propia; $454.900 ; $90.980 ;
1060;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;29;2097;M;Propia; $222.282 ; $44.456 ;
1061;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;29;8768;F;Arrienda; $929.408 ; $92.941 ;
1062;Aumenta Cupo;23;Mal Cliente;Dependiente;Soltero;28;12448;M;Propia; $1.319.488 ; $131.949 ;
1063;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;48;3212;M;Propia; $340.472 ; $68.094 ;
1064;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;34;3836;M;Propia; $406.616 ; $81.323 ;
1065;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;30;2742;F;Arrienda; $290.652 ; $29.065 ;
1066;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;48;1426;M;Propia; $71.300 ; $7.130 ;
1067;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;29;1200;M;Propia; $60.000 ; $6.000 ;
1068;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;28;13029;F;Arrienda; $651.450 ; $65.145 ;
1069;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;31;7961;M;Propia; $398.050 ; $79.610 ;
1070;Mantiene Cupo;21;Buen Cliente;Dependiente;Casado;33;6649;M;Propia; $332.450 ; $33.245 ;
1071;Aumenta Cupo;30;Buen Cliente;Dependiente;Soltero;36;2753;M;Propia; $291.818 ; $29.182 ;
1072;Aumenta Cupo;38;Mal Cliente;Dependiente;Soltero;32;13130;F;Propia; $1.391.780 ; $139.178 ;
1073;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;38;6800;M;Propia; $720.800 ; $72.080 ;
1074;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;32;6800;M;Propia; $340.000 ; $34.000 ;
1075;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;41;2030;M;Propia; $101.500 ; $10.150 ;
1076;Aumenta Cupo;21;Buen Cliente;Dependiente;Casado;30;3275;M;Propia; $163.750 ; $16.375 ;
1077;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;33;1940;M;Propia; $205.640 ; $41.128 ;
1078;Disminuye Cupo;21;Buen Cliente;Independiente;Casado;34;1602;F;Propia; $80.100 ; $16.020 ;
1079;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;35;1979;M;Propia; $209.774 ; $20.977 ;
1080;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;29;2022;F;Arrienda; $214.332 ; $42.866 ;
1081;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;42;3342;M;Propia; $167.100 ; $16.710 ;
1082;Mantiene Cupo;18;Buen Cliente;Independiente;Casado;55;5866;M;Propia; $293.300 ; $58.660 ;
1083;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;31;2360;M;Propia; $250.160 ; $25.016 ;
1084;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;46;1520;M;Propia; $161.120 ; $16.112 ;
1085;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;60;3651;M;Propia; $182.550 ; $36.510 ;
1086;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;38;2346;M;Propia; $248.676 ; $24.868 ;
1087;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;31;4454;F;Arrienda; $222.700 ; $22.270 ;
1088;Disminuye Cupo;6;Buen Cliente;Independiente;Soltero;28;666;F;Arrienda; $70.596 ; $14.119 ;
1089;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;34;1965;F;Arrienda; $208.290 ; $41.658 ;
1090;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;28;1995;M;Propia; $211.470 ; $42.294 ;
1091;Mantiene Cupo;30;Mal Cliente;Dependiente;Soltero;39;2991;F;Arrienda; $317.046 ; $31.705 ;
1092;Mantiene Cupo;30;Mal Cliente;Independiente;Soltero;50;4221;F;Arrienda; $447.426 ; $89.485 ;
1093;Disminuye Cupo;9;Buen Cliente;Dependiente;Casado;38;1364;M;Propia; $68.200 ; $6.820 ;
1094;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;54;6361;M;Propia; $318.050 ; $31.805 ;
1095;Aumenta Cupo;50;Buen Cliente;Dependiente;Soltero;28;4526;M;Propia; $479.756 ; $47.976 ;
1096;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;38;3573;F;Arrienda; $378.738 ; $37.874 ;
1097;Mantiene Cupo;38;Buen Cliente;Independiente;Soltero;33;4455;M;Arrienda; $472.230 ; $94.446 ;
1098;Disminuye Cupo;9;Buen Cliente;Dependiente;Casado;47;2136;M;Propia; $106.800 ; $10.680 ;
1099;Mantiene Cupo;42;Mal Cliente;Independiente;Casado;48;5954;F;Arrienda; $297.700 ; $59.540 ;
1100;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;34;3777;M;Propia; $188.850 ; $18.885 ;
1101;Disminuye Cupo;15;Buen Cliente;Independiente;Soltero;27;806;F;Arrienda; $85.436 ; $17.087 ;
1102;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;36;4712;M;Propia; $235.600 ; $47.120 ;
1103;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;57;7432;F;Arrienda; $371.600 ; $74.320 ;
1104;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;38;1851;F;Propia; $196.206 ; $19.621 ;
1105;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;30;1393;M;Propia; $69.650 ; $13.930 ;
1106;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;32;1412;F;Arrienda; $149.672 ; $29.934 ;
1107;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;44;1473;F;Propia; $156.138 ; $15.614 ;
1108;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;37;1533;F;Arrienda; $76.650 ; $7.665 ;
1109;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;2012;F;Arrienda; $213.272 ; $21.327 ;
1110;Disminuye Cupo;15;Buen Cliente;Independiente;Casado;38;3959;F;Arrienda; $197.950 ; $39.590 ;
1111;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;25;428;F;Arrienda; $45.368 ; $4.537 ;
1112;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;35;2366;M;Arrienda; $250.796 ; $50.159 ;
1113;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;27;763;F;Arrienda; $80.878 ; $8.088 ;
1114;Mantiene Cupo;21;Buen Cliente;Dependiente;Soltero;55;3976;M;Propia; $421.456 ; $42.146 ;
1115;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;51;6260;M;Propia; $663.560 ; $132.712 ;
1116;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;28;1919;M;Propia; $95.950 ; $9.595 ;
1117;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;48;2603;F;Arrienda; $130.150 ; $13.015 ;
1118;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;31;936;M;Propia; $99.216 ; $9.922 ;
1119;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;34;3062;M;Propia; $153.100 ; $15.310 ;
1120;Mantiene Cupo;36;Buen Cliente;Dependiente;Casado;35;4795;F;Arrienda; $239.750 ; $23.975 ;
1121;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;45;5842;M;Propia; $292.100 ; $29.210 ;
1122;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;35;2063;F;Propia; $218.678 ; $21.868 ;
1123;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;36;1459;F;Arrienda; $154.654 ; $15.465 ;
1124;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;28;1213;M;Propia; $60.650 ; $6.065 ;
1125;Aumenta Cupo;0;Buen Cliente;Dependiente;Casado;34;5103;F;Propia; $255.150 ; $25.515 ;
1126;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;31;874;F;Arrienda; $92.644 ; $9.264 ;
1127;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;35;2978;M;Propia; $315.668 ; $31.567 ;
1128;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;39;1820;F;Propia; $192.920 ; $38.584 ;
1129;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;35;2872;M;Propia; $143.600 ; $14.360 ;
1130;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;39;1925;M;Propia; $96.250 ; $9.625 ;
1131;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;38;2515;M;Propia; $266.590 ; $26.659 ;
1132;Mantiene Cupo;6;Buen Cliente;Dependiente;Casado;35;2116;M;Propia; $105.800 ; $10.580 ;
1133;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;34;1453;F;Arrienda; $154.018 ; $15.402 ;
1134;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;27;1364;F;Arrienda; $144.584 ; $28.917 ;
1135;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;35;1543;M;Arrienda; $163.558 ; $16.356 ;
1136;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;38;1318;M;Propia; $139.708 ; $27.942 ;
1137;Disminuye Cupo;24;Mal Cliente;Independiente;Casado;51;2325;M;Propia; $116.250 ; $23.250 ;
1138;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;32;932;F;Arrienda; $98.792 ; $9.879 ;
1139;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;36;3148;M;Propia; $157.400 ; $15.740 ;
1140;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;37;3835;F;Arrienda; $406.510 ; $40.651 ;
1141;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;52;3832;M;Propia; $191.600 ; $19.160 ;
1142;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;31;5084;F;Arrienda; $538.904 ; $53.890 ;
1143;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;28;2406;M;Propia; $255.036 ; $25.504 ;
1144;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;42;2394;F;Arrienda; $253.764 ; $25.376 ;
1145;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;37;2476;M;Propia; $262.456 ; $26.246 ;
1146;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;47;2964;M;Propia; $314.184 ; $31.418 ;
1147;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;37;1262;M;Arrienda; $63.100 ; $6.310 ;
1148;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;36;1542;M;Propia; $163.452 ; $32.690 ;
1149;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;29;1743;M;Propia; $184.758 ; $18.476 ;
1150;Mantiene Cupo;12;Mal Cliente;Dependiente;Soltero;33;409;F;Arrienda; $43.354 ; $4.335 ;
1151;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;45;2171;F;Arrienda; $230.126 ; $23.013 ;
1152;Aumenta Cupo;2;Mal Cliente;Dependiente;Casado;43;8858;M;Propia; $442.900 ; $44.290 ;
1153;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;37;3512;M;Propia; $372.272 ; $74.454 ;
1154;Mantiene Cupo;12;Mal Cliente;Dependiente;Soltero;33;1158;M;Arrienda; $122.748 ; $12.275 ;
1155;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;35;2684;M;Propia; $134.200 ; $13.420 ;
1156;Disminuye Cupo;12;Mal Cliente;Dependiente;Soltero;44;1498;F;Arrienda; $158.788 ; $15.879 ;
1157;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;57;5954;M;Propia; $297.700 ; $29.770 ;
1158;Mantiene Cupo;47;Mal Cliente;Independiente;Casado;33;6416;F;Arrienda; $320.800 ; $64.160 ;
1159;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;43;3617;M;Propia; $180.850 ; $18.085 ;
1160;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;1291;F;Arrienda; $136.846 ; $13.685 ;
1161;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;31;1275;M;Arrienda; $135.150 ; $27.030 ;
1162;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;49;3972;F;Arrienda; $421.032 ; $42.103 ;
1163;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;50;3343;M;Propia; $167.150 ; $16.715 ;
1164;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;36;392;F;Arrienda; $41.552 ; $4.155 ;
1165;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;28;2134;M;Propia; $226.204 ; $45.241 ;
1166;Aumenta Cupo;30;Buen Cliente;Dependiente;Casado;61;5771;F;Arrienda; $288.550 ; $28.855 ;
1167;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;28;4526;M;Propia; $226.300 ; $45.260 ;
1168;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;30;2788;F;Arrienda; $139.400 ; $13.940 ;
1169;Aumenta Cupo;6;Mal Cliente;Dependiente;Casado;35;1382;F;Arrienda; $69.100 ; $6.910 ;
1170;Mantiene Cupo;36;Mal Cliente;Dependiente;Soltero;55;5848;M;Propia; $619.888 ; $61.989 ;
1171;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;43;1228;F;Arrienda; $61.400 ; $12.280 ;
1172;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;38;1297;F;Propia; $137.482 ; $13.748 ;
1173;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;29;1552;M;Propia; $77.600 ; $7.760 ;
1174;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;1963;M;Propia; $208.078 ; $20.808 ;
1175;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;38;3235;M;Arrienda; $342.910 ; $34.291 ;
1176;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;38;4139;M;Propia; $206.950 ; $41.390 ;
1177;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;1804;M;Propia; $191.224 ; $19.122 ;
1178;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;32;1950;M;Propia; $206.700 ; $41.340 ;
1179;Aumenta Cupo;4;Mal Cliente;Dependiente;Casado;49;12749;M;Propia; $637.450 ; $63.745 ;
1180;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;30;1236;F;Arrienda; $131.016 ; $13.102 ;
1181;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;32;1055;F;Arrienda; $111.830 ; $22.366 ;
1182;Disminuye Cupo;30;Mal Cliente;Independiente;Casado;56;8072;M;Propia; $403.600 ; $80.720 ;
1183;Aumenta Cupo;30;Buen Cliente;Dependiente;Soltero;30;2831;F;Arrienda; $300.086 ; $30.009 ;
1184;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;31;1449;F;Arrienda; $153.594 ; $30.719 ;
1185;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;36;5742;M;Propia; $608.652 ; $121.730 ;
1186;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;52;2390;M;Propia; $253.340 ; $50.668 ;
1187;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;38;3430;M;Propia; $171.500 ; $17.150 ;
1188;Mantiene Cupo;36;Buen Cliente;Dependiente;Soltero;38;2273;M;Propia; $240.938 ; $24.094 ;
1189;Mantiene Cupo;21;Buen Cliente;Independiente;Casado;41;2923;F;Arrienda; $146.150 ; $29.230 ;
1190;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;37;1901;M;Propia; $201.506 ; $20.151 ;
1191;Mantiene Cupo;36;Buen Cliente;Dependiente;Soltero;46;3711;F;Propia; $393.366 ; $39.337 ;
1192;Mantiene Cupo;12;Mal Cliente;Independiente;Soltero;40;8487;F;Arrienda; $899.622 ; $179.924 ;
1193;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;50;2255;M;Propia; $239.030 ; $47.806 ;
1194;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;33;1262;M;Propia; $63.100 ; $6.310 ;
1195;Aumenta Cupo;33;Buen Cliente;Dependiente;Casado;57;7253;M;Propia; $362.650 ; $36.265 ;
1196;Aumenta Cupo;6;Buen Cliente;Independiente;Casado;37;6761;M;Propia; $338.050 ; $67.610 ;
1197;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;1817;F;Arrienda; $192.602 ; $19.260 ;
1198;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;38;2141;M;Propia; $107.050 ; $10.705 ;
1199;Aumenta Cupo;41;Mal Cliente;Independiente;Soltero;51;3609;F;Arrienda; $382.554 ; $76.511 ;
1200;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;46;2333;M;Propia; $116.650 ; $11.665 ;
1201;Aumenta Cupo;28;Mal Cliente;Dependiente;Casado;54;7824;M;Propia; $391.200 ; $39.120 ;
1202;Mantiene Cupo;18;Mal Cliente;Dependiente;Casado;48;1445;M;Propia; $72.250 ; $7.225 ;
1203;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;53;7721;F;Arrienda; $818.426 ; $81.843 ;
1204;Disminuye Cupo;21;Buen Cliente;Independiente;Casado;52;3763;M;Propia; $188.150 ; $37.630 ;
1205;Mantiene Cupo;18;Buen Cliente;Independiente;Casado;35;4439;M;Propia; $221.950 ; $44.390 ;
1206;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;32;1107;M;Propia; $55.350 ; $5.535 ;
1207;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;36;1444;M;Propia; $153.064 ; $15.306 ;
1208;Mantiene Cupo;3;Mal Cliente;Independiente;Casado;46;12169;M;Propia; $608.450 ; $121.690 ;
1209;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;35;2753;M;Propia; $137.650 ; $13.765 ;
1210;Mantiene Cupo;4;Buen Cliente;Independiente;Casado;37;1494;M;Propia; $74.700 ; $14.940 ;
1211;Disminuye Cupo;24;Mal Cliente;Dependiente;Soltero;32;2828;M;Propia; $299.768 ; $29.977 ;
1212;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;32;2483;M;Propia; $124.150 ; $12.415 ;
1213;Mantiene Cupo;6;Buen Cliente;Independiente;Soltero;34;1299;M;Propia; $137.694 ; $27.539 ;
1214;Mantiene Cupo;9;Buen Cliente;Independiente;Casado;35;1549;M;Propia; $77.450 ; $15.490 ;
1215;Mantiene Cupo;10;Buen Cliente;Independiente;Soltero;47;3949;M;Propia; $418.594 ; $83.719 ;
1216;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;47;2901;F;Arrienda; $307.506 ; $30.751 ;
1217;Mantiene Cupo;6;Buen Cliente;Independiente;Soltero;35;709;F;Propia; $75.154 ; $15.031 ;
1218;Disminuye Cupo;65;Mal Cliente;Independiente;Casado;52;10722;F;Arrienda; $536.100 ; $107.220 ;
1219;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;44;1287;M;Propia; $136.422 ; $27.284 ;
1220;Disminuye Cupo;18;Mal Cliente;Dependiente;Casado;38;1940;M;Propia; $97.000 ; $9.700 ;
1221;Mantiene Cupo;30;Mal Cliente;Dependiente;Casado;37;3656;M;Propia; $182.800 ; $18.280 ;
1222;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;33;4679;M;Propia; $233.950 ; $23.395 ;
1223;Aumenta Cupo;27;Buen Cliente;Dependiente;Soltero;47;8613;M;Propia; $912.978 ; $91.298 ;
1224;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;42;2659;M;Propia; $132.950 ; $13.295 ;
1225;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;33;1516;F;Arrienda; $160.696 ; $16.070 ;
1226;Disminuye Cupo;18;Buen Cliente;Independiente;Soltero;47;4380;M;Propia; $464.280 ; $92.856 ;
1227;Aumenta Cupo;14;Buen Cliente;Independiente;Soltero;27;802;M;Propia; $85.012 ; $17.002 ;
1228;Aumenta Cupo;21;Buen Cliente;Independiente;Soltero;34;1572;F;Arrienda; $166.632 ; $33.326 ;
1229;Mantiene Cupo;43;Mal Cliente;Independiente;Casado;47;3566;M;Propia; $178.300 ; $35.660 ;
1230;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;37;1278;M;Propia; $135.468 ; $13.547 ;
1231;Aumenta Cupo;6;Mal Cliente;Dependiente;Casado;21;426;F;Propia; $21.300 ; $2.130 ;
1232;Aumenta Cupo;39;Mal Cliente;Dependiente;Casado;48;8588;M;Propia; $429.400 ; $42.940 ;
1233;Disminuye Cupo;30;Buen Cliente;Dependiente;Casado;33;3857;M;Arrienda; $192.850 ; $19.285 ;
1234;Mantiene Cupo;12;Mal Cliente;Independiente;Casado;31;685;F;Propia; $34.250 ; $6.850 ;
1235;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;38;1603;F;Arrienda; $169.918 ; $16.992 ;
1236;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;33;2241;M;Propia; $237.546 ; $23.755 ;
1237;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;32;2384;M;Propia; $252.704 ; $25.270 ;
1238;Aumenta Cupo;4;Mal Cliente;Dependiente;Soltero;22;601;F;Arrienda; $63.706 ; $6.371 ;
1239;Aumenta Cupo;39;Mal Cliente;Dependiente;Casado;31;2569;M;Propia; $128.450 ; $12.845 ;
1240;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;34;1316;F;Propia; $139.496 ; $13.950 ;
1241;Aumenta Cupo;2;Mal Cliente;Independiente;Soltero;46;10366;M;Propia; $1.098.796 ; $219.759 ;
1242;Aumenta Cupo;18;Buen Cliente;Independiente;Soltero;36;1568;F;Arrienda; $166.208 ; $33.242 ;
1243;Aumenta Cupo;18;Mal Cliente;Dependiente;Casado;26;629;M;Propia; $31.450 ; $3.145 ;
1244;Aumenta Cupo;6;Mal Cliente;Dependiente;Casado;37;1750;M;Propia; $87.500 ; $8.750 ;
1245;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;36;3488;F;Arrienda; $369.728 ; $36.973 ;
1246;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;1800;M;Propia; $190.800 ; $19.080 ;
1247;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;46;4151;M;Propia; $440.006 ; $44.001 ;
1248;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;32;2631;F;Arrienda; $131.550 ; $13.155 ;
