Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
108-494-601-296-636,Voice Assisted Image Captioning and VQA For Visually Challenged Individuals,2022-11-24,2022,conference proceedings article,2022 IEEE 19th India Council International Conference (INDICON),,IEEE,,Kristen Pereira; Rushil Patel; Joy Almeida; Rupali Sawant,"Vision is one of the most vital senses for a person’s well being. More than 285 million people suffer from the problem of visual impairment. This count is predicted to be three fold in coming 30 years. Independent navigation and safe travel are difficult for these individuals, as they have difficulty perceiving information from their surrounding and communicating. Rather than relying on visual cues to guide blind people, the proposed project will help them navigate the world through the use of audio means. It will empower visually impaired individuals to explore independently by using the system to detect objects in their vicinity and without any outside assistance. Within our proposed research, we have built a mobile application which leverages the power of image processing, and deep learning techniques to identify and describe the current scene through the camera and inform it to the user by audio cues. As a result of not being able to distinguish between different objects, the already existing approaches have been limited, resulting in low performance and accuracy. With this we attempt to provide enhanced performance, better accuracy and hence a more practicable and reliable alternative.",,,,,Closed captioning; Computer science; Artificial intelligence; Visually impaired; Computer vision; Sensory cue; Human–computer interaction; Mobile device; Visualization; Image (mathematics); Multimedia; World Wide Web,,,,,,http://dx.doi.org/10.1109/indicon56171.2022.10040196,,10.1109/indicon56171.2022.10040196,,,0,038-062-146-318-998; 040-706-584-850-653; 042-568-425-640-966; 071-074-526-761-451; 081-747-388-175-61X; 090-432-106-031-504; 196-216-771-093-34X,0,false,,
108-603-812-108-826,Analysis of Deep Learning Techniques for Prediction of Eye Diseases: A Systematic Review,2023-08-18,2023,journal article,Archives of Computational Methods in Engineering,11343060; 18861784,Springer Science and Business Media LLC,Spain,Akanksha Bali; Vibhakar Mansotra,,31,1,487,520,Deep learning; Artificial intelligence; Computer science; Identification (biology); Convolutional neural network; Machine learning; Biology; Botany,,,,,,http://dx.doi.org/10.1007/s11831-023-09989-8,,10.1007/s11831-023-09989-8,,,0,000-218-494-580-078; 001-727-951-806-24X; 002-130-520-878-692; 002-523-050-188-95X; 002-924-890-832-40X; 003-460-980-096-622; 004-186-648-370-228; 004-679-186-247-190; 004-818-729-058-351; 005-003-264-004-220; 006-408-727-567-508; 006-571-154-271-91X; 007-024-634-458-154; 007-628-655-149-892; 009-823-064-160-244; 010-144-227-179-46X; 010-217-568-139-831; 011-055-345-753-049; 011-346-127-092-879; 012-247-264-752-733; 013-165-381-692-298; 013-533-616-574-592; 014-936-648-385-465; 017-069-807-457-494; 020-046-145-126-683; 021-385-988-736-052; 023-813-664-007-110; 024-150-603-419-340; 025-212-025-365-068; 026-489-656-595-415; 027-604-370-848-250; 028-046-252-638-415; 028-064-888-546-435; 028-304-024-463-173; 029-821-764-192-948; 029-893-141-129-048; 031-687-647-460-365; 032-638-376-514-012; 033-417-610-436-487; 033-641-809-378-970; 034-247-279-757-287; 034-712-744-754-331; 035-396-229-095-022; 037-745-221-573-451; 038-684-901-913-157; 038-758-050-791-532; 041-389-060-499-380; 041-616-294-784-608; 042-559-001-183-621; 042-709-712-012-117; 045-980-364-913-388; 047-283-134-651-254; 047-863-624-601-744; 048-085-691-460-257; 048-292-064-974-349; 051-142-623-830-267; 051-819-243-984-119; 051-883-851-750-224; 052-176-743-885-133; 053-642-094-685-458; 054-205-808-854-876; 055-640-721-228-242; 056-771-950-252-584; 059-411-946-044-686; 059-849-870-110-224; 061-034-184-980-70X; 061-475-121-262-704; 065-373-627-828-54X; 065-591-745-183-848; 067-230-548-783-595; 067-632-178-226-223; 068-985-212-740-26X; 069-400-790-387-680; 069-851-282-938-856; 071-396-811-405-327; 071-398-807-064-477; 075-093-116-594-354; 075-408-445-901-46X; 076-519-002-473-29X; 076-703-094-587-584; 076-911-590-074-151; 077-535-508-872-892; 077-552-637-317-849; 077-864-110-481-987; 077-906-335-921-771; 079-722-660-299-417; 080-124-934-637-299; 080-924-463-158-958; 081-558-483-145-600; 082-283-693-656-990; 083-403-131-267-651; 084-607-435-272-557; 085-096-534-798-153; 087-524-269-634-211; 088-267-656-527-071; 088-487-274-027-981; 088-524-206-626-501; 090-148-273-599-449; 092-109-419-882-628; 093-163-558-256-137; 095-533-555-857-904; 098-468-134-539-239; 098-666-413-641-700; 101-059-820-039-444; 104-810-517-818-987; 110-365-354-056-23X; 112-177-297-805-314; 113-567-438-754-785; 114-070-088-774-462; 115-178-018-965-424; 117-033-885-349-043; 120-273-280-311-377; 121-178-557-072-024; 125-744-670-781-892; 126-248-154-713-424; 130-725-700-213-384; 145-088-179-500-520; 148-961-558-252-929; 149-463-549-256-674; 149-654-933-654-759; 151-659-635-969-757; 155-298-779-849-476; 158-622-733-499-264; 160-133-777-402-553; 161-233-412-349-635; 161-237-664-288-910; 163-502-723-443-456; 165-937-900-448-342; 168-117-435-927-449; 182-200-840-773-206; 188-426-330-073-429; 193-148-709-247-976; 198-923-324-170-863,4,false,,
108-623-076-527-130,A Qualitative and Quantitative Analysis of Research in Mobility Technologies for Visually Impaired People,,2023,journal article,IEEE Access,21693536,Institute of Electrical and Electronics Engineers (IEEE),United States,Jyoti Madake; Shripad Bhatlawande; Anjali Solanke; Swati Shilaskar,"Assistive technology in rehabilitation programs is vital for people with vision impairments worldwide.The term ""blind assistive technology"" refers to mobility devices specifically designed to provide position, orientation and mobility assistance for visually impaired individuals during indoor and outdoor activities.The paper presents a comprehensive evaluation of 140 research articles published over the past 75 years (1946 to 2022).This research analyses the evolution of assistive technology aids in depth, in terms sensing technique followed, algorithms employed for obstacle detection, localization, object recognition, depth estimation and scene understanding.It also includes, the functional attributes of the aid, feedback type, and assistive solutions embedded in aid.It evaluates the assistive aids for their usability index, portability, battery life, feedback type, and aesthetics.The survey findings reveal that optical and sonic sensor-based aids prioritize speed, weight, and battery life but lack major functionalities, achieving an average performance score of 62%.Stereo, monocular, SLAM, and 3-D point cloud-based aids excel in obstacle distance estimation and avoidance but require greater memory resources, with a lower performance score of 41%.Artificial intelligence and cloud-based aids offer comprehensive scene details but demand complex computational capabilities, achieving a performance score of 44%.However, the most suitable technology for developing state-of-the-art solutions for blind individuals is the multisensor fusion-based and guide robot-based aids, providing a majority of the essential assistive functions with a performance score of 51%.The study highlights possible challenges associated with implementing assistive technology aids, emphasizes the importance of user acceptability, and stresses the need for real-time evaluation of blind aids.The paper lays a concrete foundation and direction for future development, emphasizing the critical challenges faced by blind users, including boarding trains, traveling on public transport, shopping in a supermarket, avoiding dynamic obstacles, and real-time understanding of the surrounding scene.Addressing these key concerns is crucial for the continued development and improvement of assistive technology aids for the visually impaired, leading to enhanced independence, mobility, and ultimately, a higher quality of life.",11,,82496,82520,Orientation and Mobility; Computer science; Usability; Software portability; Human–computer interaction; Obstacle; Artificial intelligence; Assistive technology; Assistive device; Computer vision; Physical medicine and rehabilitation; Visually impaired; Medicine; Political science; Law; Programming language,,,,,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10168878.pdf https://doi.org/10.1109/access.2023.3291074,http://dx.doi.org/10.1109/access.2023.3291074,,10.1109/access.2023.3291074,,,0,000-676-430-732-026; 000-678-811-523-155; 000-729-381-857-952; 001-420-206-231-830; 001-932-879-647-813; 002-397-792-416-419; 004-772-554-982-380; 005-303-872-644-71X; 005-427-234-377-412; 006-409-052-293-645; 006-557-756-014-856; 008-684-469-671-014; 009-142-401-900-87X; 009-160-989-834-373; 009-210-734-467-949; 009-310-889-054-661; 009-645-272-092-857; 009-748-285-068-532; 009-864-381-071-748; 010-616-069-097-815; 011-737-861-055-472; 011-821-531-136-685; 012-344-135-607-729; 013-651-178-224-273; 015-672-084-912-775; 016-353-889-913-511; 018-170-211-594-394; 018-797-747-752-732; 018-828-594-955-588; 019-474-434-639-720; 019-545-013-102-509; 020-373-201-301-684; 020-458-465-756-853; 020-538-097-044-472; 020-678-057-737-391; 023-237-215-374-844; 023-309-209-821-636; 023-829-577-001-809; 024-627-299-891-290; 024-964-397-377-997; 027-720-558-803-335; 027-893-571-523-130; 028-094-088-190-140; 028-460-767-882-226; 029-360-136-216-567; 030-127-369-356-741; 033-490-815-544-255; 034-412-649-320-055; 034-463-620-626-325; 034-936-259-439-98X; 037-039-198-474-114; 037-163-533-301-156; 040-057-279-881-544; 042-156-772-128-560; 044-170-635-000-193; 044-314-299-753-89X; 044-912-780-668-165; 049-361-709-307-125; 050-137-510-002-999; 051-065-738-489-461; 052-152-856-946-645; 053-574-289-747-231; 053-968-972-722-364; 054-279-559-477-855; 056-698-843-057-822; 058-013-370-483-44X; 058-169-716-619-430; 058-443-047-291-990; 060-041-403-626-524; 064-376-268-713-288; 066-037-919-140-345; 066-246-145-459-483; 066-821-243-144-379; 067-894-235-988-508; 068-104-342-801-953; 069-116-650-623-84X; 070-740-216-883-969; 073-938-112-385-378; 074-289-099-974-07X; 075-465-285-579-483; 075-519-293-886-898; 077-455-969-276-663; 078-736-735-476-395; 079-349-286-645-136; 079-885-279-778-204; 083-645-473-035-14X; 083-915-762-724-168; 086-498-058-492-978; 087-408-536-412-018; 087-711-076-115-099; 088-874-304-672-173; 089-606-647-937-546; 092-984-297-325-959; 093-596-358-012-81X; 094-720-052-773-714; 095-466-674-437-104; 096-077-311-058-372; 096-803-870-115-728; 098-430-297-950-379; 099-164-837-383-131; 099-334-901-486-872; 101-173-483-983-547; 101-718-374-273-666; 104-694-342-259-021; 106-052-130-152-052; 106-709-302-557-800; 107-751-267-320-642; 109-525-288-959-67X; 109-822-701-564-796; 110-831-712-365-194; 116-429-844-417-075; 118-307-824-434-940; 121-261-690-038-295; 122-246-600-364-064; 126-359-559-763-114; 132-448-374-033-555; 133-006-378-605-168; 134-448-474-253-195; 135-646-014-794-306; 137-648-461-521-23X; 139-563-108-359-374; 145-898-655-711-084; 151-015-279-636-660; 151-608-461-049-845; 170-387-846-090-147; 171-189-370-546-346; 172-273-670-197-780; 173-235-651-240-332; 184-116-855-210-992; 186-512-780-643-036,7,true,"CC BY, CC BY-NC-ND",gold
108-722-741-642-547,Visually Guided Cooperative Robot Actions Based on Information Quality,,2005,journal article,Autonomous Robots,09295593; 15737527,Springer Science and Business Media LLC,Netherlands,Vivek A. Sujan; Steven Dubowsky,,19,1,89,110,Artificial intelligence; Metric (mathematics); Constraint (information theory); Task (project management); Field (computer science); Computer science; Information quality; Component (UML); Information theory; Robot,,,,,https://link.springer.com/article/10.1007/s10514-005-6013-2 https://link.springer.com/content/pdf/10.1007/s10514-005-6013-2.pdf http://doi.org/10.1007/s10514-005-6013-2 https://dblp.uni-trier.de/db/journals/arobots/arobots19.html#SujanD05 https://doi.org/10.1007/s10514-005-6013-2 http://scripts.mit.edu/~robots/robots/publications/papers/2005_07_Suj_Dub.pdf https://dialnet.unirioja.es/servlet/articulo?codigo=1187675,http://dx.doi.org/10.1007/s10514-005-6013-2,,10.1007/s10514-005-6013-2,2009523931,,1,000-873-713-751-158; 000-878-095-301-047; 001-311-811-596-712; 003-724-771-545-678; 006-756-619-780-96X; 010-423-042-177-734; 011-377-335-026-237; 014-665-440-618-176; 015-104-375-041-337; 015-490-888-427-487; 017-795-547-360-448; 018-212-702-095-699; 019-607-628-727-549; 020-373-501-751-88X; 023-025-291-268-790; 025-274-652-201-875; 025-815-458-443-896; 028-672-941-726-953; 033-077-793-876-064; 039-957-731-915-682; 043-253-159-526-879; 050-975-757-910-254; 052-317-575-761-604; 052-343-129-390-70X; 055-723-984-186-930; 056-242-564-041-099; 058-517-493-677-518; 058-776-477-740-384; 060-006-097-995-335; 062-006-994-347-779; 062-779-893-197-497; 067-552-869-026-407; 067-891-642-402-101; 068-453-360-771-263; 069-703-062-700-403; 070-079-676-494-949; 073-356-791-847-000; 074-114-110-867-941; 082-421-064-042-446; 085-876-803-713-160; 086-496-181-995-491; 095-794-813-276-076; 095-797-100-007-451; 099-804-708-771-069; 101-648-763-046-597; 106-099-514-429-987; 120-452-352-304-664; 122-227-563-647-036; 123-192-450-175-991; 125-632-488-086-23X; 125-924-024-213-979; 130-169-136-291-730; 135-003-614-633-902; 135-998-476-584-476; 143-667-999-764-12X; 145-804-086-994-546; 146-414-474-456-179; 150-535-137-239-785; 159-674-517-377-378; 171-633-484-596-024; 189-627-529-590-973,14,false,,
109-176-046-622-406,Blind guide,2015-08-11,2015,journal article,Journal on Multimodal User Interfaces,17837677; 17838738,Springer Science and Business Media LLC,Germany,Bálint Sövény; Gábor Kovács; Zsolt T. Kardkovács,,9,4,287,297,Computer science; Wearable computer; Visually impaired; Perception; Human–computer interaction; Real-time computing; Computer vision; Embedded system; Neuroscience; Biology,,,,,,http://dx.doi.org/10.1007/s12193-015-0191-6,,10.1007/s12193-015-0191-6,,,0,016-554-897-381-94X; 042-348-220-328-560; 076-121-436-407-96X; 087-272-456-866-28X; 141-489-442-115-69X,11,false,,
109-403-290-836-059,Multi-Sensor Data Fusion Solutions for Blind and Visually Impaired: Research and Commercial Navigation Applications for Indoor and Outdoor Spaces.,2023-06-07,2023,journal article,"Sensors (Basel, Switzerland)",14248220; 14243210,Multidisciplinary Digital Publishing Institute (MDPI),Switzerland,Paraskevi Theodorou; Kleomenis Tsiligkos; Apostolos Meliones,"Several assistive technology solutions, targeting the group of Blind and Visually Impaired (BVI), have been proposed in the literature utilizing multi-sensor data fusion techniques. Furthermore, several commercial systems are currently being used in real-life scenarios by BVI individuals. However, given the rate by which new publications are made, the available review studies become quickly outdated. Moreover, there is no comparative study regarding the multi-sensor data fusion techniques between those found in the research literature and those being used in the commercial applications that many BVI individuals trust to complete their everyday activities. The objective of this study is to classify the available multi-sensor data fusion solutions found in the research literature and the commercial applications, conduct a comparative study between the most popular commercial applications (Blindsquare, Lazarillo, Ariadne GPS, Nav by ViaOpta, Seeing Assistant Move) regarding the supported features as well as compare the two most popular ones (Blindsquare and Lazarillo) with the BlindRouteVision application, developed by the authors, from the standpoint of Usability and User Experience (UX) through field testing. The literature review of sensor-fusion solutions highlights the trends of utilizing computer vision and deep learning techniques, the comparison of the commercial applications reveals their features, strengths, and weaknesses while Usability and UX demonstrate that BVI individuals are willing to sacrifice a wealth of features for more reliable navigation.",23,12,5411,5411,Usability; Sensor fusion; Visually impaired; Global Positioning System; Human–computer interaction; Computer science; Field (mathematics); Screen reader; Strengths and weaknesses; Data science; Artificial intelligence; Telecommunications; Philosophy; Mathematics; Epistemology; Pure mathematics,assistive technologies; comparison analysis; computer vision; deep learning; remote sensing; sensor fusion techniques; usability and user experience,Humans; Blindness; Visually Impaired Persons; Self-Help Devices; Sensory Aids,,,https://www.mdpi.com/1424-8220/23/12/5411/pdf?version=1686908243 https://doi.org/10.3390/s23125411,http://dx.doi.org/10.3390/s23125411,37420578,10.3390/s23125411,,PMC10301813,0,000-281-887-252-27X; 000-551-523-973-321; 003-923-369-046-370; 006-363-788-276-273; 007-202-382-837-877; 007-893-587-247-77X; 008-938-334-809-968; 013-501-956-117-041; 013-647-160-902-302; 015-008-890-486-381; 015-440-630-508-33X; 015-628-872-152-561; 015-714-235-272-975; 017-559-000-135-867; 019-569-358-201-015; 023-281-952-251-359; 025-171-784-787-749; 027-298-301-487-030; 027-924-735-524-754; 028-171-260-452-285; 031-643-780-327-702; 032-661-597-680-28X; 032-841-083-055-581; 033-457-095-812-412; 040-834-320-822-882; 043-196-700-803-427; 043-555-167-620-711; 044-973-971-344-592; 047-271-748-480-72X; 049-915-507-735-342; 050-261-233-769-785; 053-452-893-789-459; 060-147-659-950-016; 061-501-173-208-984; 064-962-460-142-421; 073-393-946-682-259; 074-456-796-365-929; 074-546-616-086-99X; 077-907-290-656-920; 080-161-825-469-284; 080-902-679-821-627; 081-744-667-649-108; 083-722-482-242-606; 090-604-948-038-479; 094-492-344-298-140; 098-910-337-444-079; 099-334-901-486-872; 101-107-146-050-45X; 101-176-260-587-612; 101-295-208-484-052; 105-366-647-059-243; 105-986-387-709-891; 107-248-048-866-831; 109-356-782-692-064; 109-822-701-564-796; 110-887-908-077-277; 111-492-289-873-695; 117-320-452-579-582; 117-749-296-378-35X; 120-599-494-370-890; 125-608-691-280-273; 136-016-112-914-359; 136-920-597-759-54X; 137-395-677-516-752; 161-012-758-615-452; 166-158-315-750-560; 188-270-236-313-299; 189-901-479-982-379; 195-196-708-451-173,4,true,cc-by,gold
109-467-808-338-787,Obstacle Detection and Navigation for The Visually Impaired,2023-03-17,2023,conference proceedings article,2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),,IEEE,,Deepa J; Maria Adeline P; Sai Madhumita S S; Pavalaselvi N,"Because restrictiveness poses a serious problem for those who are visually impaired, independent living is becoming more and more crucial today. People who are visually impaired have difficulties because they require manual aid to learn about their surroundings. People with visual impairments find it difficult to carry out most of their everyday activities, such as eating, taking a walk, conversing with others, etc., because visual information provides the foundation for many actions. Thanks to technological breakthroughs, it is now possible to assist those who are blind or visually impaired. This study may be a survey of a device that helps the blind by using sensors and voice commands. Finding the distance, we wish to measure is difficult these days. In any event, the tape is a straightforward option, but this type of technology is only susceptible to human error. A rangefinder module had already been created by engineers. The module has a lot of problems, including a distance limit and varying outcomes with different colored barriers, which means we must constantly measure it before using it, they ultimately found. Distances are frequently measured with human inaccuracy. This project's main goal is to precisely calculate the minimum width's distance. This project uses ultrasonic sensors to measure distance measurement. The transferors will reply if you talk. The project value determines the precise distance from any obstacle we want to measure. The device can be used for a variety of purposes, such as robotics, car sensors for avoiding obstructions, and distance estimates in construction camps. The process of creating the gadget was based on as many uses as feasible from university courses, including lab equipment and programs for Microprocessor, Basic Electrical Engineering, Multimedia, and Electronics. The results show that the proposed device offers visually impaired people with higher accessibility, comfort, and simplicity of navigation when compared to the white cane. By using voice commands, this recently developed application can lead the blind.",,,,,Obstacle; Computer science; Measure (data warehouse); Process (computing); Artificial intelligence; Human–computer interaction; Computer vision; Visually impaired; Data mining; Political science; Law; Operating system,,,,,,http://dx.doi.org/10.1109/icaccs57279.2023.10112994,,10.1109/icaccs57279.2023.10112994,,,0,023-309-209-821-636; 027-599-559-972-374; 031-481-010-955-930; 038-074-386-389-072; 043-000-902-861-206; 049-639-325-252-974; 051-004-209-460-867; 061-272-073-396-520; 112-566-962-059-235; 129-622-838-722-010,1,false,,
109-822-701-564-796,Towards Outdoor Navigation System for Visually Impaired People using YOLOv5,2022-01-27,2022,conference proceedings article,"2022 12th International Conference on Cloud Computing, Data Science & Engineering (Confluence)",,IEEE,,Swati Chandna; Abhishek Singhal,"Navigation is one of the many difficulties the Blind and Visually Impaired (BVI) face, be it indoor or outdoor. BVI people use their remaining senses such as smell, touch, and memory to navigate in a familiar environment. But the real problem begins when the environment is new. In the new environment, they seek help from closed ones or use assistive tools. This paper proposes a deep learning based outdoor smartphone navigation system approach which will assist the user in crossing the road by detecting the crosswalks from a mobile device. CNN of Deep learning has been proven to give the best results for image classification. Hence we want to analyze and compare different variants of CNN. As mobile devices have computed limitations, we explore two lightweight state-of-the-art neural networks, namely YOLOv5 and MobileNetSSDV2, for this task. The image dataset of crosswalks for work is collected via web scraping and manual effort. To evaluate the performance of the two neural networks: mAP, loss, and training time of the models are compared. As a result, it is determined that YOLOv5 has a five times faster inference speed than MobileNetSSDv2, which makes YOLOv5 more suitable for real-time applications. This approach utilizes the smartphone camera to detect the crosswalks and provide voice feedback to help people with low vision understand their environment.",,,,,Computer science; Task (project management); Artificial intelligence; Computer vision; Mobile device; Inference; Deep learning; Visually impaired; Human–computer interaction; Face (sociological concept); Engineering; World Wide Web; Social science; Systems engineering; Sociology,,,,,,http://dx.doi.org/10.1109/confluence52989.2022.9734204,,10.1109/confluence52989.2022.9734204,,,0,016-988-681-008-984; 018-828-594-955-588; 045-886-754-687-645; 067-583-626-133-824; 075-519-293-886-898; 098-910-337-444-079; 104-208-613-793-423; 142-105-374-847-047; 180-515-374-647-90X,10,false,,
109-848-382-475-539,When universal access is not quite universal enough: case studies and lessons to be learned,2018-10-16,2018,journal article,Universal Access in the Information Society,16155289; 16155297,Springer Science and Business Media LLC,Germany,Simeon Keates,"While the theory of designing for Universal Access is increasingly understood, there remain persistent issues over realising products and systems that meet the goal of being accessible and usable by the broadest possible set of users. Clearly, products or services that are designed without even considering the needs of the wider user base are implicitly going to struggle to be universally accessible. However, even products that have been designed, knowing that they are to be used by broad user bases frequently still struggle to achieve the ambition of being universally accessible. This paper examines a number of such products that did not achieve, at least initially, the desired level of universal accessibility. Principal recommendations from each case study are presented to provide a guide to common issues to be avoided.",19,1,133,144,Principal (computer security); Set (psychology); Data science; USable; Computer communication networks; Computer science; Base (topology); Universal design,,,,,https://dblp.uni-trier.de/db/journals/uais/uais19.html#Keates20 http://eprints.chi.ac.uk/id/eprint/5618/ https://gala.gre.ac.uk/id/eprint/21080/ https://link.springer.com/article/10.1007/s10209-018-0636-2 https://doi.org/10.1007/s10209-018-0636-2 https://link.springer.com/content/pdf/10.1007/s10209-018-0636-2.pdf https://paperity.org/p/162911710/when-universal-access-is-not-quite-universal-enough-case-studies-and-lessons-to-be https://core.ac.uk/download/195265145.pdf,http://dx.doi.org/10.1007/s10209-018-0636-2,,10.1007/s10209-018-0636-2,2896177675,,0,004-683-323-734-641; 008-475-994-285-09X; 009-938-574-961-754; 010-249-165-435-317; 011-595-486-638-113; 015-971-252-114-378; 018-246-662-133-739; 030-097-179-463-293; 036-506-182-512-909; 039-575-614-900-103; 045-570-745-167-575; 047-832-179-773-684; 047-872-407-476-216; 049-706-499-461-87X; 055-798-387-948-307; 055-800-152-687-050; 059-238-292-281-79X; 064-103-252-975-634; 067-619-952-555-741; 068-647-186-072-728; 070-875-178-006-938; 080-433-968-395-063; 089-002-311-968-886; 092-645-402-737-79X; 096-858-774-845-665; 099-030-629-799-534; 102-356-829-446-553; 105-656-423-996-399; 106-587-883-056-779; 108-564-220-688-450; 108-666-321-386-256; 109-649-162-745-005; 112-984-215-427-585; 119-810-262-786-315; 134-133-274-082-655; 135-935-087-426-003; 154-839-654-493-966; 155-810-537-787-428; 156-411-397-691-026; 169-759-711-071-001; 184-305-932-269-481; 199-938-707-131-042,7,true,cc-by,hybrid
110-207-459-703-743,IP&amp;C - SMAS - Stereovision Mobility Aid System for People with a Vision Impairment,,2010,book,Advances in Intelligent and Soft Computing,18675662; 18675670; 18600794; 16153871,Springer Berlin Heidelberg,United States,Rafał Kozik,"New computer vision solutions dedicated for blind and partially sighted people have been recently introduced as a result of significant progress in computer science. Also the growing computation power of mobile and portable devices together with development of information systems allow to adopt and apply new and robust solutions that are able to work in nearly in a real-time and share and use information spread over IP network. Many of currently developed solutions are dedicated to support the user, giving the information about divert obstacles located in the environment. However many of them are using simple detectors (commonly ultrasonic echo-location) for obstacles tracking without its classification and recognition. Therefore the solution presented in this paper engages the stereo camera and image processing algorithms to facilitate its user with object detection and recognition mechanisms. The inference engine combined together with ontology based problem modeling allows to handle the risk, predict possible user’s moves and provide the user with appropriate set of tips that will eliminate or reduce the discovered risk.",,,315,322,Digital image processing; Human–computer interaction; Artificial intelligence; Ontology (information science); Information system; Stereo camera; Visual Word; Object detection; Mobility aid; Computer vision; Computer science; Inference engine,,,,,http://dblp.uni-trier.de/db/conf/ip-c/ip-c2010.html#Kozik10 https://rd.springer.com/chapter/10.1007/978-3-642-16295-4_36 https://dblp.uni-trier.de/db/conf/ip-c/ip-c2010.html#Kozik10 https://link.springer.com/chapter/10.1007/978-3-642-16295-4_36,http://dx.doi.org/10.1007/978-3-642-16295-4_36,,10.1007/978-3-642-16295-4_36,52878307,,0,011-997-033-854-51X; 030-167-497-654-555; 033-009-617-288-613; 045-635-890-933-496; 047-647-472-033-525; 066-617-423-476-399; 068-864-616-604-642; 095-685-247-420-623; 102-344-932-252-986,5,false,,
110-358-551-243-856,Intelligent Blind-User Navigational Device Utilizing Image Processing,,2023,journal article,IRO Journal on Sustainable Wireless Systems,25823167,Inventive Research Organization,,J Manikandan; Aparna S; Swathi R; Sneha S N,"<jats:p>There are many thousands of blind people in the world who frequently require support. Since the white cane has long been known as an essential component of blind people's navigation, efforts have been made to enhance it by adding new sensors. Blind people are relatively comfortable inside their homes because they can pinpoint where things are, but in the outside world, as the objects are in motion, they face difficulties in locating the objects without an assistance. The research put forth strives to develop a sound navigation and range system for blind people. A real-time obstacle identification has been accomplished using ultrasonic sensors. In order to create a safe path for navigation to a destination, image processing in real-time is used for providing the blind person's perception of the size and distance of the obstacle utilizing raspberry pi for object detection. The suggested method makes use of a camera for recording the video sequence of surroundings, which it subsequently processes using a vocal input from a person who is visually impaired. It takes the location data while taking the (GPS) module for outdoor use. The location detail gathered is transported to the cloud.</jats:p>",5,2,161,174,Obstacle; Computer vision; Computer science; Global Positioning System; Artificial intelligence; Identification (biology); Object (grammar); Image processing; Image (mathematics); Geography; Telecommunications; Botany; Archaeology; Biology,,,,,,http://dx.doi.org/10.36548/jsws.2023.2.007,,10.36548/jsws.2023.2.007,,,0,045-321-254-881-478; 066-037-919-140-345; 066-526-177-885-125; 104-496-157-995-791; 121-350-695-153-190,0,false,,
111-047-696-748-861,Personal Area Network (PAN) Smart Guide for the Blind (PSGB),2023-09-28,2023,book chapter,Computer Vision and Robotics,25247565; 25247573,Springer Nature Singapore,,Suleiman Abdulhakeem; Suleiman Zubair; Bala Alhaji Salihu; Chika Innocent,"One of the biggest problems faced by the visually impaired is navigating from one place to another, be it indoors or outdoors. Furthermore, the adverse conditions of the roads make it even more difficult to walk outdoors. They have to be alert at all times to avoid consequences like colliding with stable or moving objects. In this project, a simple but very efficient and affordable obstacle detection system was designed with the functions of detecting and informing the user about the obstacle detected and also instructs the blind to move to either right or left if obstacle is detected in the front direction. The ultrasonic sensor detects obstacle by sensing the surrounding objects. When the ultrasonic sensor detects obstacle, it sends signal to the Arduino Nano microcontroller for further processing. The microcontroller communicates the real-time data generated by the ultrasonic sensor to the buzzer and MicroSD card adapter. The buzzer makes sound when an obstacle is detected within the safe zone that is already declared within the codes and also audio commands will notify the user of the obstacle detected and guide the user to the obstacle-free path.",,,535,544,Buzzer; Obstacle; Microcontroller; Arduino; Computer science; Ultrasonic sensor; Real-time computing; Computer hardware; Embedded system; Computer vision; Engineering; ALARM; Electrical engineering; Geography; Acoustics; Physics; Archaeology,,,,,,http://dx.doi.org/10.1007/978-981-99-4577-1_44,,10.1007/978-981-99-4577-1_44,,,0,003-976-442-054-457; 027-836-322-726-673; 030-251-661-047-944; 084-621-956-547-983; 138-833-826-742-547; 179-654-625-487-90X,0,false,,
